"predicted_x","predicted_y","frame_index"
NA,4.5,3
NA,4.6,3
NA,4.7,3
NA,4.8,3
NA,4.9,3
NA,5,3
NA,-5,4
NA,-4.9,4
NA,-4.8,4
NA,-4.7,4
NA,-4.6,4
NA,-4.5,4
NA,-4.4,4
NA,-4.3,4
NA,-4.2,4
NA,-4.1,4
NA,-4,4
NA,-3.9,4
NA,-3.8,4
NA,-3.7,4
NA,-3.6,4
NA,-3.5,4
NA,-3.4,4
NA,-3.3,4
NA,-3.2,4
NA,-3.1,4
NA,-3,4
NA,-2.9,4
NA,-2.8,4
NA,-2.7,4
-1.16554535803581,-2.6,4
-1.16028283935468,-2.5,4
-1.15372456234987,-2.4,4
-1.14608598400903,-2.3,4
-1.1375825613198,-2.2,4
-1.12842975126981,-2.1,4
-1.11884301084671,-2,4
-1.10903779703815,-1.9,4
-1.09922956683175,-1.8,4
-1.08963377721517,-1.7,4
-1.08046588517605,-1.6,4
-1.07194134770203,-1.5,4
-1.06427562178074,-1.4,4
-1.05768416439984,-1.3,4
-1.05238243254697,-1.2,4
-1.04638607663461,-1.1,4
-1.03076060323765,-1,4
-1.00576054259032,-0.9,4
-0.972810358223065,-0.8,4
-0.933334513666321,-0.7,4
-0.888757472450531,-0.6,4
-0.84050369810614,-0.5,4
-0.789997654163587,-0.4,4
-0.738663804153317,-0.3,4
-0.687926611605769,-0.2,4
-0.639210540051387,-0.1,4
-0.593940053020613,0,4
-0.553539614043888,0.1,4
-0.519433686651655,0.2,4
-0.493046734374356,0.3,4
-0.476655541809373,0.4,4
-0.47307856736537,0.5,4
-0.481021719517662,0.6,4
-0.498920980963938,0.7,4
-0.525212334401887,0.8,4
-0.558331762529199,0.9,4
-0.596715248043565,1,4
-0.638798773642673,1.1,4
-0.683018322024214,1.2,4
-0.727809875885877,1.3,4
-0.771609417925352,1.4,4
-0.812852930840329,1.5,4
-0.849976397328497,1.6,4
-0.881415800087546,1.7,4
-0.905607121815166,1.8,4
-0.920986345209047,1.9,4
-0.930636429553557,2,4
-0.94294415155142,2.1,4
-0.957747108028575,2.2,4
-0.974627546686463,2.3,4
-0.993167715226527,2.4,4
-1.01294986135021,2.5,4
-1.03355623275894,2.6,4
-1.05456907715417,2.7,4
-1.07557064223735,2.8,4
-1.0961431757099,2.9,4
-1.11586892527327,3,4
-1.13433013862891,3.1,4
-1.15110906347825,3.2,4
-1.16578794752273,3.3,4
-1.1779490384638,3.4,4
NA,3.5,4
NA,3.6,4
NA,3.7,4
NA,3.8,4
NA,3.9,4
NA,4,4
NA,4.1,4
NA,4.2,4
NA,4.3,4
NA,4.4,4
NA,4.5,4
NA,4.6,4
NA,4.7,4
NA,4.8,4
NA,4.9,4
NA,5,4
NA,-5,5
NA,-4.9,5
NA,-4.8,5
NA,-4.7,5
NA,-4.6,5
NA,-4.5,5
NA,-4.4,5
NA,-4.3,5
NA,-4.2,5
NA,-4.1,5
NA,-4,5
NA,-3.9,5
NA,-3.8,5
NA,-3.7,5
NA,-3.6,5
NA,-3.5,5
NA,-3.4,5
NA,-3.3,5
NA,-3.2,5
NA,-3.1,5
NA,-3,5
NA,-2.9,5
NA,-2.8,5
NA,-2.7,5
-1.22398725948511,-2.6,5
-1.21658848937269,-2.5,5
-1.20753840520348,-2.4,5
-1.19712039706788,-2.3,5
-1.1856178550563,-2.2,5
-1.17331416925914,-2.1,5
-1.16049272976681,-2,5
-1.14743692666971,-1.9,5
-1.13443015005825,-1.8,5
-1.12175579002284,-1.7,5
-1.10969723665388,-1.6,5
-1.09853788004178,-1.5,5
-1.08856111027694,-1.4,5
-1.08005031744977,-1.3,5
-1.07328889165067,-1.2,5
-1.06542797410764,-1.1,5
-1.04901490024541,-1,5
-1.02481296359483,-0.9,5
-0.994025117796265,-0.8,5
-0.957854316490083,-0.7,5
-0.917503513316657,-0.6,5
-0.874175661916358,-0.5,5
-0.829073715929556,-0.4,5
-0.783400628996623,-0.3,5
-0.738359354757928,-0.2,5
-0.695152846853843,-0.1,5
-0.654984058924739,0,5
-0.619055944610985,0.1,5
-0.588571457552954,0.2,5
-0.564733551391015,0.3,5
-0.549376872717337,0.4,5
-0.545058543144305,0.5,5
-0.55076596710704,0.6,5
-0.565179068174053,0.7,5
-0.586977769913856,0.8,5
-0.614841995894959,0.9,5
-0.647451669685873,1,5
-0.683486714855111,1.1,5
-0.721627054971181,1.2,5
-0.760552613602595,1.3,5
-0.798943314317865,1.4,5
-0.8354790806855,1.5,5
-0.868839836274013,1.6,5
-0.897705504651915,1.7,5
-0.920756009387715,1.8,5
-0.936671274049925,1.9,5
-0.947689724745754,2,5
-0.961679871125536,2.1,5
-0.978562478194037,2.2,5
-0.997863372067861,2.3,5
-1.01910837886361,2.4,5
-1.04182332469789,2.5,5
-1.0655340356873,2.6,5
-1.08976633794845,2.7,5
-1.11404605759794,2.8,5
-1.13789902075237,2.9,5
-1.16085105352834,3,5
-1.18242798204247,3.1,5
-1.20215563241135,3.2,5
-1.21955983075159,3.3,5
-1.23416640317979,3.4,5
NA,3.5,5
NA,3.6,5
NA,3.7,5
NA,3.8,5
NA,3.9,5
NA,4,5
NA,4.1,5
NA,4.2,5
NA,4.3,5
NA,4.4,5
NA,4.5,5
NA,4.6,5
NA,4.7,5
NA,4.8,5
NA,4.9,5
NA,5,5
NA,-5,6
NA,-4.9,6
NA,-4.8,6
NA,-4.7,6
NA,-4.6,6
NA,-4.5,6
NA,-4.4,6
NA,-4.3,6
NA,-4.2,6
NA,-4.1,6
NA,-4,6
NA,-3.9,6
NA,-3.8,6
NA,-3.7,6
NA,-3.6,6
NA,-3.5,6
NA,-3.4,6
NA,-3.3,6
NA,-3.2,6
NA,-3.1,6
NA,-3,6
NA,-2.9,6
NA,-2.8,6
-1.37532070399471,-2.7,6
-1.36443688388959,-2.6,6
-1.35059885070661,-2.5,6
-1.33426733636683,-2.4,6
-1.3159030727913,-2.3,6
-1.2959667919011,-2.2,6
-1.2749192256173,-2.1,6
-1.25322110586095,-2,6
-1.23133316455312,-1.9,6
-1.20971613361487,-1.8,6
-1.18883074496728,-1.7,6
-1.16913773053141,-1.6,6
-1.15109782222831,-1.5,6
-1.13517175197906,-1.4,6
-1.12182025170472,-1.3,6
-1.11149827848291,-1.2,6
-1.09940377647057,-1.1,6
-1.08162446477364,-1,6
-1.05896283204612,-0.9,6
-1.03222136694202,-0.8,6
-1.00220255811533,-0.7,6
-0.969708894220072,-0.6,6
-0.935542863910245,-0.5,6
-0.900506955839854,-0.4,6
-0.865403658662904,-0.3,6
-0.8310354610334,-0.2,6
-0.798204851605349,-0.1,6
-0.767714319032754,0,6
-0.740366351969622,0.1,6
-0.716963439069957,0.2,6
-0.698308068987764,0.3,6
-0.68567575625521,0.4,6
-0.68127727016105,0.5,6
-0.68446228445411,0.6,6
-0.694266490798794,0.7,6
-0.709725580859508,0.8,6
-0.729875246300658,0.9,6
-0.753751178786649,1,6
-0.780389069981887,1.1,6
-0.808824611550777,1.2,6
-0.838093495157725,1.3,6
-0.867231412467137,1.4,6
-0.895274055143417,1.5,6
-0.921257114850972,1.6,6
-0.944216283254207,1.7,6
-0.963187252017529,1.8,6
-0.977205712805341,1.9,6
-0.987688129427107,2,6
-1.00214146538745,2.1,6
-1.02065685390308,2.2,6
-1.04261776888574,2.3,6
-1.06740768424719,2.4,6
-1.09441007389915,2.5,6
-1.12300841175339,2.6,6
-1.15258617172165,2.7,6
-1.18252682771568,2.8,6
-1.21221385364722,2.9,6
-1.24103072342803,3,6
-1.26836091096984,3.1,6
-1.29358789018441,3.2,6
-1.31609513498348,3.3,6
-1.3352661192788,3.4,6
-1.35048431698211,3.5,6
NA,3.6,6
NA,3.7,6
NA,3.8,6
NA,3.9,6
NA,4,6
NA,4.1,6
NA,4.2,6
NA,4.3,6
NA,4.4,6
NA,4.5,6
NA,4.6,6
NA,4.7,6
NA,4.8,6
NA,4.9,6
NA,5,6
NA,-5,7
NA,-4.9,7
NA,-4.8,7
NA,-4.7,7
NA,-4.6,7
NA,-4.5,7
NA,-4.4,7
NA,-4.3,7
NA,-4.2,7
NA,-4.1,7
NA,-4,7
NA,-3.9,7
NA,-3.8,7
NA,-3.7,7
NA,-3.6,7
NA,-3.5,7
NA,-3.4,7
NA,-3.3,7
NA,-3.2,7
NA,-3.1,7
NA,-3,7
NA,-2.9,7
-1.62905922660449,-2.8,7
-1.61211952867272,-2.7,7
-1.59044061921669,-2.6,7
-1.56472921036349,-2.5,7
-1.53569201424021,-2.4,7
-1.50403574297394,-2.3,7
-1.47046710869176,-2.2,7
-1.43569282352077,-2.1,7
-1.40041959958806,-2,7
-1.36535414902071,-1.9,7
-1.33120318394581,-1.8,7
-1.29867341649046,-1.7,7
-1.26847155878173,-1.6,7
-1.24130432294673,-1.5,7
-1.21787842111254,-1.4,7
-1.19890056540624,-1.3,7
-1.18385088218975,-1.2,7
-1.16723414066315,-1.1,7
-1.14859817818452,-1,7
-1.12830013699591,-0.9,7
-1.10669715933939,-0.8,7
-1.084146387457,-0.7,7
-1.06100496359082,-0.6,7
-1.03763002998288,-0.5,7
-1.01437872887526,-0.4,7
-0.991608202509999,-0.3,7
-0.969675593129168,-0.2,7
-0.948938042974819,-0.1,7
-0.929752694289009,0,7
-0.912476689313796,0.1,7
-0.897467170291237,0.2,7
-0.885081279463389,0.3,7
-0.87620821790355,0.4,7
-0.872913147549815,0.5,7
-0.874797693440604,0.6,7
-0.881212531641728,0.7,7
-0.891508338218995,0.8,7
-0.905035789238216,0.9,7
-0.921145560765201,1,7
-0.93918832886576,1.1,7
-0.958514769605702,1.2,7
-0.978475559050838,1.3,7
-0.998421373266977,1.4,7
-1.01770288831993,1.5,7
-1.0356707802755,1.6,7
-1.05167572519951,1.7,7
-1.06506839915776,1.8,7
-1.07519947821607,1.9,7
-1.08267648832191,2,7
-1.09518148596534,2.1,7
-1.11347554250538,2.2,7
-1.13676534903272,2.3,7
-1.16425759663804,2.4,7
-1.19515897641205,2.5,7
-1.22867617944544,2.6,7
-1.26401589682889,2.7,7
-1.30038481965311,2.8,7
-1.33698963900877,2.9,7
-1.37303704598659,3,7
-1.40773373167725,3.1,7
-1.44028638717143,3.2,7
-1.46990170355984,3.3,7
-1.49578637193317,3.4,7
-1.51714708338211,3.5,7
NA,3.6,7
NA,3.7,7
NA,3.8,7
NA,3.9,7
NA,4,7
NA,4.1,7
NA,4.2,7
NA,4.3,7
NA,4.4,7
NA,4.5,7
NA,4.6,7
NA,4.7,7
NA,4.8,7
NA,4.9,7
NA,5,7
NA,-5,8
NA,-4.9,8
NA,-4.8,8
NA,-4.7,8
NA,-4.6,8
NA,-4.5,8
NA,-4.4,8
NA,-4.3,8
NA,-4.2,8
NA,-4.1,8
NA,-4,8
NA,-3.9,8
NA,-3.8,8
NA,-3.7,8
NA,-3.6,8
NA,-3.5,8
NA,-3.4,8
NA,-3.3,8
NA,-3.2,8
NA,-3.1,8
NA,-3,8
-1.91902538809352,-2.9,8
-1.89683702085184,-2.8,8
-1.86847357965589,-2.7,8
-1.83483338774604,-2.6,8
-1.79681476836264,-2.5,8
-1.75531604474607,-2.4,8
-1.7112355401367,-2.3,8
-1.66547157777487,-2.2,8
-1.61892248090097,-2.1,8
-1.57248657275536,-2,8
-1.52706217657839,-1.9,8
-1.48354761561044,-1.8,8
-1.44284121309188,-1.7,8
-1.40584129226306,-1.6,8
-1.37344617636435,-1.5,8
-1.34655418863612,-1.4,8
-1.32587900565412,-1.3,8
-1.3074512909309,-1.2,8
-1.28938098496537,-1.1,8
-1.27171806089584,-1,8
-1.25451249186063,-0.9,8
-1.23781425099808,-0.8,8
-1.2216733114465,-0.7,8
-1.20613964634422,-0.6,8
-1.19126322882956,-0.5,8
-1.17709403204084,-0.4,8
-1.16368202911638,-0.3,8
-1.15107719319451,-0.2,8
-1.13932949741356,-0.1,8
-1.12848891491183,0,8
-1.11860541882766,0.1,8
-1.10972898229937,0.2,8
-1.10190957846527,0.3,8
-1.09602451437881,0.4,8
-1.09402903805074,0.5,8
-1.09560070303067,0.6,8
-1.10030030796417,0.7,8
-1.10768865149677,0.8,8
-1.11732653227402,0.9,8
-1.12877474894148,1,8
-1.14159410014468,1.1,8
-1.15534538452918,1.2,8
-1.16958940074052,1.3,8
-1.18388694742424,1.4,8
-1.19779882322591,1.5,8
-1.21088582679106,1.6,8
-1.22270875676525,1.7,8
-1.23282841179401,1.8,8
-1.24080559052291,1.9,8
-1.2463145506916,2,8
-1.25564048048171,2.1,8
-1.27196659170961,2.2,8
-1.29441304628321,2.3,8
-1.3221000061104,2.4,8
-1.35414763309911,2.5,8
-1.38967608915723,2.6,8
-1.42780553619267,2.7,8
-1.46765613611335,2.8,8
-1.50834805082716,2.9,8
-1.54900144224201,3,8
-1.58873647226581,3.1,8
-1.62667330280647,3.2,8
-1.66193209577189,3.3,8
-1.69363301306998,3.4,8
-1.72089621660864,3.5,8
-1.74284186829579,3.6,8
NA,3.7,8
NA,3.8,8
NA,3.9,8
NA,4,8
NA,4.1,8
NA,4.2,8
NA,4.3,8
NA,4.4,8
NA,4.5,8
NA,4.6,8
NA,4.7,8
NA,4.8,8
NA,4.9,8
NA,5,8
NA,-5,9
NA,-4.9,9
NA,-4.8,9
NA,-4.7,9
NA,-4.6,9
NA,-4.5,9
NA,-4.4,9
NA,-4.3,9
NA,-4.2,9
NA,-4.1,9
NA,-4,9
NA,-3.9,9
NA,-3.8,9
NA,-3.7,9
NA,-3.6,9
NA,-3.5,9
NA,-3.4,9
NA,-3.3,9
NA,-3.2,9
NA,-3.1,9
NA,-3,9
-2.16515226236608,-2.9,9
-2.133786088701,-2.8,9
-2.09617477712784,-2.7,9
-2.05335607073536,-2.6,9
-2.0063677126123,-2.5,9
-1.95624744584741,-2.4,9
-1.90403301352943,-2.3,9
-1.8507621587471,-2.2,9
-1.79747262458918,-2.1,9
-1.7452021541444,-2,9
-1.69498849050152,-1.9,9
-1.64786937674928,-1.8,9
-1.60488255597642,-1.7,9
-1.5670657712717,-1.6,9
-1.53545676572385,-1.5,9
-1.51103804868297,-1.4,9
-1.49000757883946,-1.3,9
-1.46962452791276,-1.2,9
-1.44999864184719,-1.1,9
-1.43123966658706,-1,9
-1.41345734807669,-0.9,9
-1.39676143226038,-0.8,9
-1.38126166508245,-0.7,9
-1.36706779248721,-0.6,9
-1.35428956041898,-0.5,9
-1.34303671482206,-0.4,9
-1.33341900164077,-0.3,9
-1.32554616681942,-0.2,9
-1.31952795630232,-0.1,9
-1.31547411603379,0,9
-1.31349439195813,0.1,9
-1.31369853001967,0.2,9
-1.31619627616271,0.3,9
-1.32012909276968,0.4,9
-1.32414763258261,0.5,9
-1.32831803470653,0.6,9
-1.33271999451442,0.7,9
-1.33743320737924,0.8,9
-1.34253736867393,0.9,9
-1.34811217377146,1,9
-1.3542373180448,1.1,9
-1.36099249686689,1.2,9
-1.36845740561071,1.3,9
-1.3767117396492,1.4,9
-1.38583519435532,1.5,9
-1.39590746510205,1.6,9
-1.40700824726232,1.7,9
-1.41921723620911,1.8,9
-1.43261412731538,1.9,9
-1.44727861595408,2,9
-1.464269300281,2.1,9
-1.48618689119226,2.2,9
-1.5125689282708,2.3,9
-1.54275479503728,2.4,9
-1.57608387501239,2.5,9
-1.6118955517168,2.6,9
-1.64952920867118,2.7,9
-1.68832422939622,2.8,9
-1.72761999741258,2.9,9
-1.76675589624095,3,9
-1.805071309402,3.1,9
-1.8419056204164,3.2,9
-1.87659821280484,3.3,9
-1.90848847008798,3.4,9
-1.9369157757865,3.5,9
-1.96121951342109,3.6,9
-1.98073906651241,3.7,9
NA,3.8,9
NA,3.9,9
NA,4,9
NA,4.1,9
NA,4.2,9
NA,4.3,9
NA,4.4,9
NA,4.5,9
NA,4.6,9
NA,4.7,9
NA,4.8,9
NA,4.9,9
NA,5,9
NA,-5,10
NA,-4.9,10
NA,-4.8,10
NA,-4.7,10
NA,-4.6,10
NA,-4.5,10
NA,-4.4,10
NA,-4.3,10
NA,-4.2,10
NA,-4.1,10
NA,-4,10
NA,-3.9,10
NA,-3.8,10
NA,-3.7,10
NA,-3.6,10
NA,-3.5,10
NA,-3.4,10
NA,-3.3,10
NA,-3.2,10
NA,-3.1,10
-2.40159618606111,-3,10
-2.37131968903685,-2.9,10
-2.33388747723985,-2.8,10
-2.29044832491521,-2.7,10
-2.24215100630802,-2.6,10
-2.1901442956634,-2.5,10
-2.13557696722644,-2.4,10
-2.07959779524225,-2.3,10
-2.02335555395593,-2.2,10
-1.96799901761259,-2.1,10
-1.91467696045732,-2,10
-1.86453815673524,-1.9,10
-1.81873138069144,-1.8,10
-1.77840540657102,-1.7,10
-1.7447090086191,-1.6,10
-1.71874981590333,-1.5,10
-1.6966090184288,-1.4,10
-1.67519136442385,-1.3,10
-1.65459214068347,-1.2,10
-1.63490663400263,-1.1,10
-1.6162301311763,-1,10
-1.59865791899948,-0.9,10
-1.58228528426713,-0.8,10
-1.56720751377424,-0.7,10
-1.55351989431578,-0.6,10
-1.54131771268673,-0.5,10
-1.53069625568208,-0.4,10
-1.52175081009679,-0.3,10
-1.51457666272586,-0.2,10
-1.50926910036425,-0.1,10
-1.50592340980695,0,10
-1.50463487784893,0.1,10
-1.50549879128518,0.2,10
-1.50860761510367,0.3,10
-1.51281516151541,0.4,10
-1.5171725083937,0.5,10
-1.52174488474634,0.6,10
-1.52659751958111,0.7,10
-1.53179564190581,0.8,10
-1.53740448072823,0.9,10
-1.54348926505617,1,10
-1.55011522389741,1.1,10
-1.55734758625975,1.2,10
-1.56525158115097,1.3,10
-1.57389243757888,1.4,10
-1.58333538455127,1.5,10
-1.59364565107592,1.6,10
-1.60488846616064,1.7,10
-1.6171290588132,1.8,10
-1.63043265804141,1.9,10
-1.64486449285305,2,10
-1.66067385497141,2.1,10
-1.68077414489165,2.2,10
-1.70564350638479,2.3,10
-1.73461698245518,2.4,10
-1.76702961610715,2.5,10
-1.80221645034502,2.6,10
-1.83951252817315,2.7,10
-1.87825289259586,2.8,10
-1.91777258661749,2.9,10
-1.95740665324238,3,10
-1.99649013547485,3.1,10
-2.03435807631925,3.2,10
-2.07034551877991,3.3,10
-2.10378750586116,3.4,10
-2.13401908056735,3.5,10
-2.1603752859028,3.6,10
-2.18219116487185,3.7,10
NA,3.8,10
NA,3.9,10
NA,4,10
NA,4.1,10
NA,4.2,10
NA,4.3,10
NA,4.4,10
NA,4.5,10
NA,4.6,10
NA,4.7,10
NA,4.8,10
NA,4.9,10
NA,5,10
NA,-5,11
NA,-4.9,11
NA,-4.8,11
NA,-4.7,11
NA,-4.6,11
NA,-4.5,11
NA,-4.4,11
NA,-4.3,11
NA,-4.2,11
NA,-4.1,11
NA,-4,11
NA,-3.9,11
NA,-3.8,11
NA,-3.7,11
NA,-3.6,11
NA,-3.5,11
NA,-3.4,11
NA,-3.3,11
NA,-3.2,11
NA,-3.1,11
-2.58401883588075,-3,11
-2.54992265597732,-2.9,11
-2.50903666050982,-2.8,11
-2.4625824787629,-2.7,11
-2.4117817400212,-2.6,11
-2.35785607356939,-2.5,11
-2.30202710869209,-2.4,11
-2.24551647467395,-2.3,11
-2.18954580079964,-2.2,11
-2.13533671635378,-2.1,11
-2.08411085062103,-2,11
-2.03708983288603,-1.9,11
-1.99549529243344,-1.8,11
-1.96054885854789,-1.7,11
-1.93347216051404,-1.6,11
-1.91089855922153,-1.5,11
-1.88852960695619,-1.4,11
-1.86651108845275,-1.3,11
-1.84498943949906,-1.2,11
-1.82411109588297,-1.1,11
-1.80402249339233,-1,11
-1.78487006781501,-0.9,11
-1.76680025493885,-0.8,11
-1.7499594905517,-0.7,11
-1.73449421044141,-0.6,11
-1.72055085039585,-0.5,11
-1.70827584620285,-0.4,11
-1.69781563365028,-0.3,11
-1.68931664852599,-0.2,11
-1.68292532661782,-0.1,11
-1.67878810371364,0,11
-1.67705141560129,0.1,11
-1.67786169806862,0.2,11
-1.68133036476363,0.3,11
-1.68592195327848,0.4,11
-1.69078398543258,0.5,11
-1.6959623226602,0.6,11
-1.70150282639558,0.7,11
