"predicted_x","predicted_y","frame_index"
-1.90295358675023,1.5,12
-1.95585482712823,2,12
-2.02407622351815,2.5,12
-2.10326201049689,3,12
-2.19213774230788,3.5,12
-2.29289193820546,4,12
-2.40771311744394,4.5,12
-2.53878979927767,5,12
-3.02185353247685,-5,13
-2.86956304862937,-4.5,13
-2.73423024979089,-4,13
-2.60922678119591,-3.5,13
-2.4879242880789,-3,13
-2.37507825755121,-2.5,13
-2.27608305145502,-2,13
-2.18462237591403,-1.5,13
-2.10882470186006,-1,13
-2.03606992132948,-0.5,13
-1.98576680127444,0,13
-2.00051374962926,0.5,13
-2.03296636283337,1,13
-2.08403365908907,1.5,13
-2.1388476956711,2,13
-2.20922270094942,2.5,13
-2.29101786574067,3,13
-2.38298982707679,3.5,13
-2.48725525667882,4,13
-2.60593082626782,4.5,13
-2.74113320756485,5,13
NA,-6,14
NA,-5.5,14
-3.1029731318153,-5,14
-2.96415699698172,-4.5,14
-2.84134044599073,-4,14
-2.72842433474016,-3.5,14
-2.61930951912787,-3,14
-2.51837268287076,-2.5,14
-2.43066952993913,-2,14
-2.35168223660791,-1.5,14
-2.28732290119394,-1,14
-2.22510642537836,-0.5,14
-2.18230449063551,0,14
-2.18018423226696,0.5,14
-2.21288469368138,1,14
-2.2639620111366,1.5,14
-2.3198255856575,2,14
-2.39191778683418,2.5,14
-2.47665133923195,3,14
-2.57241611694608,3.5,14
-2.68060561273837,4,14
-2.8026133193706,4.5,14
-2.93983272960458,5,14
-3.09365733620209,5.5,14
NA,6,14
NA,-6,15
-3.16763701695989,-5.5,15
-3.06989847317608,-5,15
-2.98395566904338,-4.5,15
-2.904773131463,-4,15
-2.82731538733618,-3.5,15
-2.74654696356412,-3,15
-2.6687241447586,-2.5,15
-2.59934458678426,-2,15
-2.53162050421181,-1.5,15
-2.47405508509908,-1,15
-2.41478046893935,-0.5,15
-2.38860462738585,0,15
-2.38390472664102,0.5,15
-2.41375642214253,1,15
-2.45950098121926,1.5,15
-2.50834911598764,2,15
-2.57092524973108,2.5,15
-2.64392263237672,3,15
-2.72529945419919,3.5,15
-2.81655419670042,4,15
-2.91918534138235,4.5,15
-3.03469136974692,5,15
-3.16457076329607,5.5,15
NA,6,15
NA,-6,16
-3.31687522978227,-5.5,16
-3.22096926746169,-5,16
-3.13656237066692,-4.5,16
-3.0593597825732,-4,16
-2.98506674635577,-3.5,16
-2.90938850518987,-3,16
-2.83779698674197,-2.5,16
-2.77487856592322,-2,16
-2.71581193808196,-1.5,16
-2.66668982451933,-1,16
-2.61819908086154,-0.5,16
-2.5858386507919,0,16
-2.57259796455626,0.5,16
-2.60166111527605,1,16
-2.64664913112097,1.5,16
-2.69619353118668,2,16
-2.76056379484088,2.5,16
-2.83731384924876,3,16
-2.92457193140516,3.5,16
-3.02318922775287,4,16
-3.1340169247347,4.5,16
-3.25790620879345,5,16
-3.39570826637193,5.5,16
-3.54827428391294,6,16
NA,-6,17
-3.08525027110672,-5.5,17
-3.06760399316022,-5,17
-3.05421710584479,-4.5,17
-3.04041827546186,-4,17
-3.02153616831286,-3.5,17
-2.9928994506992,-3,17
-2.96044051065653,-2.5,17
-2.92916791181741,-2,17
-2.89329379740574,-1.5,17
-2.86014657237678,-1,17
-2.81877510240881,-0.5,17
-2.78684799111798,0,17
-2.76902615852406,0.5,17
-2.7913594490771,1,17
-2.82616785598244,1.5,17
-2.863625428077,2,17
-2.91294473209615,2.5,17
-2.97233833590434,3,17
-3.03980076331085,3.5,17
-3.1160570378365,4,17
-3.20183218300209,4.5,17
-3.29785122232844,5,17
-3.40483917933636,5.5,17
-3.52352107754668,6,17
-3.09987487197675,-6,18
-3.11776876651471,-5.5,18
-3.13636982367556,-5,18
-3.15226278519213,-4.5,18
-3.16203239279725,-4,18
-3.16226338822372,-3.5,18
-3.14954051320439,-3,18
-3.13005849431421,-2.5,18
-3.10864604644818,-2,18
-3.08238936063657,-1.5,18
-3.04428900562371,-1,18
-3.00756513956096,-0.5,18
-2.98216419849649,0,18
-2.96740642210125,0.5,18
-2.97549563449787,1,18
-2.99380458253637,1.5,18
-3.01718375558991,2,18
-3.05086569578016,2.5,18
-3.09457152471524,3,18
-3.14635950609443,3.5,18
-3.20662212668047,4,18
-3.27575187323611,4.5,18
-3.3541412325241,5,18
-3.44218269130718,5.5,18
-3.54026873634812,6,18
-2.87032768310096,-6,19
-2.95833441494573,-5.5,19
-3.04048898000088,-5,19
-3.11346552926329,-4.5,19
-3.17393821372982,-4,19
-3.21858118439735,-3.5,19
-3.24406859226275,-3,19
-3.25624756100767,-2.5,19
-3.26027505556277,-2,19
-3.25255634499275,-1.5,19
-3.22457279586477,-1,19
-3.19236930687623,-0.5,19
-3.16609444980063,0,19
-3.14728642262118,0.5,19
-3.15320556318558,1,19
-3.16664260415454,1.5,19
-3.18198216214629,2,19
-3.20442644322909,2.5,19
-3.23353295200115,3,19
-3.26709930544822,3.5,19
-3.30565314821926,4,19
-3.34972212496323,4.5,19
-3.39983388032911,5,19
-3.45651605896586,5.5,19
-3.52029630552245,6,19
NA,-7,20
-2.71285160102084,-6.5,20
-2.84701257489824,-6,20
-2.97191164406931,-5.5,20
-3.08515282905474,-5,20
-3.18434015037526,-4.5,20
-3.26707762855156,-4,20
-3.33096928410435,-3.5,20
-3.37361913755434,-3,20
-3.40035554658367,-2.5,20
-3.41622842654266,-2,20
-3.41336948955931,-1.5,20
-3.40147096500342,-1,20
-3.36716346740377,-0.5,20
-3.35372579936079,0,20
-3.34492079561882,0.5,20
-3.34441094800812,1,20
-3.34805309482555,1.5,20
-3.35299949731799,2,20
-3.3622547321619,2.5,20
-3.37657876929407,3,20
-3.39382104688596,3.5,20
-3.41424938908206,4,20
-3.43813162002686,4.5,20
-3.46573556386486,5,20
-3.49732904474056,5.5,20
-3.53317988679845,6,20
NA,6.5,20
NA,7,20
NA,-7,21
-2.77757097206206,-6.5,21
-2.92107671454949,-6,21
-3.05456043479337,-5.5,21
-3.17570509579501,-5,21
-3.28219366055571,-4.5,21
-3.37170909207677,-4,21
-3.44193435335949,-3.5,21
-3.49055240740516,-3,21
-3.52268468855556,-2.5,21
-3.54331822701131,-2,21
-3.54500761312417,-1.5,21
-3.53702916239367,-1,21
-3.5069179077252,-0.5,21
-3.49638360773589,0,21
-3.48903698197738,0.5,21
-3.48738644552507,1,21
-3.48826379645014,1.5,21
-3.48874492009856,2,21
-3.49193467733863,2.5,21
-3.49859138651805,3,21
-3.50652134135936,3.5,21
-3.51599219949003,4,21
-3.52727161853752,4.5,21
-3.54062725612927,5,21
-3.55632676989275,5.5,21
-3.57463781745542,6,21
NA,6.5,21
NA,7,21
NA,-7,22
NA,-6.5,22
-3.45884826648908,-6,22
-3.49675020164471,-5.5,22
-3.53296780383945,-5,22
-3.56552559322058,-4.5,22
-3.59244808993541,-4,22
-3.61175981413122,-3.5,22
-3.62148528595532,-3,22
-3.62568575374083,-2.5,22
-3.62705602295238,-2,22
-3.62184407102426,-1.5,22
-3.61460769956769,-1,22
-3.59630519680118,-0.5,22
-3.56935818398286,0,22
-3.5735493637341,0.5,22
-3.58452422116944,1,22
-3.60124646997696,1.5,22
-3.61963221178811,2,22
-3.63276205121045,2.5,22
-3.64162049386746,3,22
-3.64684364572708,3.5,22
-3.64906761275725,4,22
-3.64892850092589,4.5,22
-3.64706241620097,5,22
-3.6441054645504,5.5,22
-3.64069375194213,6,22
-3.6374633843441,6.5,22
NA,7,22
NA,-7,23
-3.1662514633166,-6.5,23
-3.30066282080562,-6,23
-3.42445667518335,-5.5,23
-3.53583730868209,-5,23
-3.63300900353413,-4.5,23
-3.71417604197177,-4,23
-3.77754270622731,-3.5,23
-3.82131327853304,-3,23
-3.84984833136047,-2.5,23
-3.86704655825991,-2,23
-3.8677599533477,-1.5,23
-3.85815195071192,-1,23
-3.82557241658207,-0.5,23
-3.77396199408809,0,23
-3.76504989750065,0.5,23
-3.75777388482725,1,23
-3.74150494138802,1.5,23
-3.72243406778079,2,23
-3.69625129930883,2.5,23
-3.66235198080711,3,23
-3.6213594546794,3.5,23
-3.57389706332947,4,23
-3.5205881491611,4.5,23
-3.46205605457804,5,23
-3.39892412198408,5.5,23
-3.33181569378298,6,23
-3.26135411237852,6.5,23
NA,7,23
NA,-7,24
-3.23719454493893,-6.5,24
-3.3820917468688,-6,24
-3.51469340691781,-5.5,24
-3.63360684614016,-5,24
-3.73743938559002,-4.5,24
-3.82479834632158,-4,24
-3.89429104938904,-3.5,24
-3.94452481584658,-3,24
-3.97868529969632,-2.5,24
-4.00012990931928,-2,24
-4.00466767998299,-1.5,24
-3.9974442671363,-1,24
-3.96844908000819,-0.5,24
-3.92069712754119,0,24
-3.90323863428487,0.5,24
-3.88439438411662,1,24
-3.85677694551275,1.5,24
-3.82417064151192,2,24
-3.78341874302342,2.5,24
-3.73394454449123,3,24
-3.67624746313541,3.5,24
-3.61082691617604,4,24
-3.53818232083319,4.5,24
-3.45881309432693,5,24
-3.37321865387732,5.5,24
-3.28189841670446,6,24
-3.18535180002839,6.5,24
NA,7,24
NA,-7,25
-3.04301076611706,-6.5,25
-3.24589552861512,-6,25
-3.43147098891482,-5.5,25
-3.59848111673346,-5,25
-3.74566988178833,-4.5,25
-3.87178125379671,-4,25
-3.97555920247591,-3.5,25
-4.0557476975432,-3,25
-4.11459311633644,-2.5,25
-4.15574356186942,-2,25
-4.17520164417149,-1.5,25
-4.17818095474422,-1,25
-4.15697635128482,-0.5,25
-4.11351174554693,0,25
-4.08149665239479,0.5,25
-4.04392651319589,1,25
-4.00445366702947,1.5,25
-3.9555920891273,2,25
-3.89332998334596,2.5,25
-3.81792143092013,3,25
-3.72984297081009,3.5,25
-3.62957114197611,4,25
-3.51758248337848,4.5,25
-3.39435353397747,5,25
-3.26036083273336,5.5,25
-3.11608091860642,6,25
-2.96199033055693,6.5,25
-2.79856560754517,7,25
-2.60893975624901,-7,26
-2.87107133665589,-6.5,26
-3.11302682114976,-6,26
-3.3339414212761,-5.5,26
-3.53295034858041,-5,26
-3.70918881460818,-4.5,26
-3.8617920309049,-4,26
-3.98989520901608,-3.5,26
-4.0926335604872,-3,26
-4.17145266430424,-2.5,26
-4.22997218264406,-2,26
-4.26322710432909,-1.5,26
-4.27761085107843,-1,26
-4.26532498793792,-0.5,26
-4.23106574246519,0,26
-4.21252294042648,0.5,26
-4.18689366873967,1,26
-4.15119921674429,1.5,26
-4.10483123237544,2,26
-4.04558795080185,2.5,26
-3.97353858263101,3,26
-3.88905551611461,3.5,26
-3.79251113950435,4,26
-3.68427784105193,4.5,26
-3.56472800900905,5,26
-3.4342340316274,5.5,26
-3.29316829715868,6,26
-3.14190319385459,6.5,26
-2.98081110996683,7,26
-2.41211931373964,-7,27
-2.67279741604813,-6.5,27
-2.91595524243738,-6,27
-3.14112430615183,-5.5,27
-3.34783612043591,-5,27
-3.53562219853404,-4.5,27
-3.70401405369065,-4,27
-3.85254319915019,-3.5,27
-3.98074114815707,-3,27
-4.08992549304864,-2.5,27
-4.18147767198001,-2,27
-4.25242218860558,-1.5,27
-4.30623979832886,-1,27
-4.3368472726169,-0.5,27
-4.35724110097576,0,27
-4.36580468651627,0.5,27
-4.37433159503321,1,27
-4.36795029771006,1.5,27
-4.33805153661615,2,27
-4.29043708400002,2.5,27
-4.22320566388448,3,27
-4.13470235311899,3.5,27
-4.02559376766452,4,27
-3.89654652348202,4.5,27
-3.74822723653245,5,27
-3.58130252277678,5.5,27
-3.39643899817597,6,27
-3.19430327869098,6.5,27
-2.97556198028276,7,27
NA,-8,28
-2.11685070073343,-7.5,28
-2.39779410343544,-7,28
-2.66300176587541,-6.5,28
-2.91235643679492,-6,28
-3.14574086493552,-5.5,28
-3.36303779903878,-5,28
-3.56412998784625,-4.5,28
-3.74890018009952,-4,28
-3.91723112454013,-3.5,28
-4.06900556990966,-3,28
-4.20526159571699,-2.5,28
-4.3259273985588,-2,28
-4.42990556781401,-1.5,28
-4.51823435946594,-1,28
-4.5873204829769,-0.5,28
-4.64949320914133,0,28
-4.69616243793075,0.5,28
-4.73153508742465,1,28
-4.74358297878907,1.5,28
-4.71882535210305,2,28
-4.66715972967342,2.5,28
-4.58487414195057,3,28
-4.47011836756052,3.5,28
-4.32368115238705,4,28
-4.14635124231394,4.5,28
-3.93891738322494,5,28
-3.70216832100384,5.5,28
-3.4368928015344,6,28
-3.14387957070039,6.5,28
-2.82391737438559,7,28
-2.47779495847376,7.5,28
NA,8,28
-1.97782612158379,-8,29
-2.22367954294206,-7.5,29
-2.46010418166861,-7,29
-2.68725830861767,-6.5,29
-2.90530019464345,-6,29
-3.11438811060017,-5.5,29
-3.31468032734205,-5,29
-3.50633511572331,-4.5,29
-3.68951074659817,-4,29
-3.86436549082084,-3.5,29
-4.03105761924554,-3,29
-4.19115320308629,-2.5,29
-4.34159904225265,-2,29
-4.48328871543985,-1.5,29
-4.61448498389677,-1,29
-4.7346335335926,-0.5,29
-4.8596528277994,0,29
-4.96609707932397,0.5,29
-5.04110443364451,1,29
-5.08690735381906,1.5,29
-5.08821431413498,2,29
-5.05661518898185,2.5,29
-4.9854619628949,3,29
-4.87317424307602,3.5,29
-4.7207574343387,4,29
-4.52921694149645,4.5,29
-4.29955816936275,5,29
-4.0327865227511,5.5,29
-3.72990740647498,6,29
-3.39192622534789,6.5,29
-3.01984838418333,7,29
-2.61467928779478,7.5,29
NA,8,29
-1.93927498928002,-8,30
-2.17593510465308,-7.5,30
-2.40464496913655,-7,30
-2.62561839155996,-6.5,30
-2.83906918075287,-6,30
-3.04521114554481,-5.5,30
-3.24425809476534,-5,30
-3.43642383724399,-4.5,30
-3.62192218181031,-4,30
-3.80096693729385,-3.5,30
-3.97377191252415,-3,30
-4.14240501909374,-2.5,30
-4.30311935769209,-2,30
-4.45739737188222,-1.5,30
-4.60249724642602,-1,30
-4.73661320606685,-0.5,30
-4.87990982687251,0,30
-5.00463474316732,0.5,30
-5.09586020360669,1,30
-5.15713396969779,1.5,30
-5.1717361776329,2,30
-5.15263100185891,2.5,30
-5.09177026279463,3,30
-4.98852458001253,3.5,30
-4.84387642000027,4,30
-4.65880824924551,4.5,30
-4.4343025342359,5,30
-4.17134174145909,5.5,30
-3.87090833740276,6,30
-3.53398478855454,6.5,30
-3.1615535614021,7,30
-2.75459712243309,7.5,30
NA,8,30
NA,-9,31
-1.72432963013174,-8.5,31
-1.9880592140393,-8,31
-2.24087310132689,-7.5,31
-2.48286779104999,-7,31
-2.71413978226408,-6.5,31
-2.93478557402465,-6,31
-3.14490166538718,-5.5,31
-3.34458455540716,-5,31
-3.53393074314008,-4.5,31
-3.71303672764141,-4,31
-3.88199900796665,-3.5,31
-4.04128339800203,-3,31
-4.19017752135634,-2.5,31
-4.32981427593541,-2,31
-4.45850118811234,-1.5,31
-4.57364832218086,-1,31
-4.67697678799676,-0.5,31
-4.78626410413145,0,31
-4.87903427385621,0.5,31
-4.94716886848256,1,31
-4.98924741546909,1.5,31
-4.98894918000512,2,31
-4.95929246045584,2.5,31
-4.8950828127696,3,31
-4.79542829329514,3.5,31
-4.66101558835053,4,31
-4.49253138425385,4.5,31
-4.29066236732317,5,31
-4.05609522387658,5.5,31
-3.78951664023214,6,31
-3.49161330270794,6.5,31
-3.16307189762204,7,31
-2.80457911129253,7.5,31
-2.41682163003748,8,31
NA,8.5,31
NA,9,31
-1.60454640752048,-9,32
-1.85632178073746,-8.5,32
-2.09900445075695,-8,32
-2.33266855761955,-7.5,32
-2.55738824136588,-7,32
-2.77323764203655,-6.5,32
-2.98029089967218,-6,32
-3.17862215431339,-5.5,32
-3.36830554600079,-5,32
-3.54941521477499,-4.5,32
-3.72202530067661,-4,32
-3.88569665816729,-3.5,32
-4.04064070773297,-3,32
-4.18790743845075,-2.5,32
-4.32932929635947,-2,32
-4.46195308966001,-1.5,32
-4.58300047735977,-1,32
-4.69372215944209,-0.5,32
-4.82160781032049,0,32
-4.93165734539099,0.5,32
-5.00301153828825,1,32
-5.04796627208398,1.5,32
-5.05055168788076,2,32
-5.02426077472165,2.5,32
-4.96627489531146,3,32
-4.87412952268753,3.5,32
-4.74846321367262,4,32
-4.5899145250895,4.5,32
-4.39912201376093,5,32
-4.17672423650967,5.5,32
-3.92335975015849,6,32
-3.63966711153016,6.5,32
-3.32628487744743,7,32
-2.98385160473308,7.5,32
-2.61300585020987,8,32
NA,8.5,32
NA,9,32
-1.52476507142257,-9,33
-1.81113051318862,-8.5,33
-2.08412801141187,-8,33
-2.34404729721825,-7.5,33
-2.59117810173371,-7,33
-2.8258101560842,-6.5,33
-3.04823319139567,-6,33
-3.25873693879405,-5.5,33
-3.4576111294053,-5,33
-3.64514549435537,-4.5,33
-3.82162976477019,-4,33
-3.98412728695663,-3.5,33
-4.13283967947657,-3,33
-4.27276408183849,-2.5,33
-4.37381633650214,-2,33
-4.46207052335684,-1.5,33
-4.55169443253137,-1,33
-4.64023990488153,-0.5,33
-4.74348896408052,0,33
-4.84929344186347,0.5,33
-4.96136087948454,1,33
-5.07793326643938,1.5,33
-5.20247312332084,2,33
-5.33337140966599,2.5,33
-5.47750073294589,3,33
-5.63547273476164,3.5,33
-5.80450558092328,4,33
-5.98181743724085,4.5,33
-6.16462646952439,5,33
NA,5.5,33
NA,6,33
NA,6.5,33
NA,7,33
NA,7.5,33
NA,8,33
NA,8.5,33
NA,9,33
NA,-10,34
-1.66786751255938,-9.5,34
-1.94292421342386,-9,34
-2.20563100893592,-8.5,34
-2.45635957444049,-8,34
-2.69548158528251,-7.5,34
-2.92336871680692,-7,34
-3.14039264435868,-6.5,34
-3.3469250432827,-6,34
-3.54333758892395,-5.5,34
-3.73000195662737,-5,34
-3.90728982173788,-4.5,34
-4.07557285960045,-4,34
-4.23522274556,-3.5,34
-4.37655277366495,-3,34
-4.49870917416867,-2.5,34
-4.61531302672353,-2,34
-4.69723531823942,-1.5,34
-4.7703683517732,-1,34
-4.85754605583217,-0.5,34
-4.94758916672774,0,34
-5.03583551486242,0.5,34
-5.12535419480248,1,34
-5.2147950845747,1.5,34
-5.30697148324043,2,34
-5.40076849297894,2.5,34
-5.50271874883545,3,34
-5.61359847385195,3.5,34
-5.73074494508026,4,34
-5.85149543957216,4.5,34
-5.97318723437944,5,34
NA,5.5,34
NA,6,34
NA,6.5,34
NA,7,34
NA,7.5,34
NA,8,34
NA,8.5,34
NA,9,34
NA,9.5,34
NA,10,34
NA,-10,35
-1.88123382458375,-9.5,35
-2.11386422239651,-9,35
-2.33738197109635,-8.5,35
-2.55217198785643,-8,35
-2.7586191898499,-7.5,35
-2.95710849424993,-7,35
-3.14802481822968,-6.5,35
-3.3317530789623,-6,35
-3.50867819362094,-5.5,35
-3.67918507937877,-5,35
-3.84365865340895,-4.5,35
-4.00248383288463,-4,35
-4.15604553497896,-3.5,35
-4.29629691528823,-3,35
-4.4220574139521,-2.5,35
-4.54401137495884,-2,35
-4.6357166567529,-1.5,35
-4.72030961735913,-1,35
-4.8177355045863,-0.5,35
-4.91803186310139,0,35
-5.01726671796902,0.5,35
-5.11821919924385,1,35
-5.21967566266228,1.5,35
-5.32430508140531,2,35
-5.43092097005095,2.5,35
-5.54506511564907,3,35
-5.66708436999953,3.5,35
-5.79487028752785,4,35
-5.92631442265955,4.5,35
-6.05930832982014,5,35
NA,5.5,35
NA,6,35
NA,6.5,35
NA,7,35
NA,7.5,35
NA,8,35
NA,8.5,35
NA,9,35
NA,9.5,35
NA,10,35
NA,-10,36
-1.91328956737519,-9.5,36
-2.14896581505091,-9,36
-2.37433686133183,-8.5,36
-2.58986278865207,-8,36
-2.79600367944572,-7.5,36
-2.99321961614689,-7,36
-3.18197068118968,-6.5,36
-3.3627169570082,-6,36
-3.53591852603655,-5.5,36
-3.70203547070883,-5,36
-3.86152787345915,-4.5,36
-4.01485581672161,-4,36
-4.15882185765243,-3.5,36
-4.29304588557247,-3,36
-4.42221398116282,-2.5,36
-4.50313985283688,-2,36
-4.5696734246707,-1.5,36
-4.64583921424398,-1,36
-4.71674323634753,-0.5,36
-4.79725201388189,0,36
-4.8759582263592,0.5,36
-4.95652730397683,1,36
-5.03723976004584,1.5,36
-5.1216022277696,2,36
-5.20803366486231,2.5,36
-5.30396102332479,3,36
-5.41025432461807,3.5,36
-5.52382116927846,4,36
-5.64156915784225,4.5,36
-5.76040589084576,5,36
NA,5.5,36
NA,6,36
NA,6.5,36
NA,7,36
NA,7.5,36
NA,8,36
NA,8.5,36
NA,9,36
NA,9.5,36
NA,10,36
-1.76496282285765,-10,37
-1.99052009249115,-9.5,37
-2.21169910397403,-9,37
-2.42893510784611,-8.5,37
-2.6426633546472,-8,37
-2.85331909491715,-7.5,37
-3.06133757919575,-7,37
-3.26715405802282,-6.5,37
-3.4712037819382,-6,37
-3.6739220014817,-5.5,37
-3.87574396719313,-5,37
-4.07710492961233,-4.5,37
-4.2784401392791,-4,37
-4.48514561124945,-3.5,37
-4.69275919735758,-3,37
-4.88692890331055,-2.5,37
-5.02328597674671,-2,37
-5.12151835103072,-1.5,37
-5.20076567671005,-1,37
-5.24597691231173,-0.5,37
-5.26644451292539,0,37
-5.25391544637712,0.5,37
-5.20971421331152,1,37
-5.13282595087229,1.5,37
-5.02338212452485,2,37
-4.8818524082912,2.5,37
-4.71173383942664,3,37
-4.51410776245679,3.5,37
-4.28647767124114,4,37
-4.02634705963919,4.5,37
