"predicted_x","predicted_y","frame_index"
NA,5,37
NA,5.5,37
NA,6,37
NA,6.5,37
NA,7,37
NA,7.5,37
NA,8,37
NA,8.5,37
NA,9,37
NA,9.5,37
NA,10,37
-0.604460996464201,-6,38
-1.56606991854083,-5.5,38
-2.43125239365153,-5,38
-3.19888565163524,-4.5,38
-3.86784692233091,-4,38
-4.43701343557746,-3.5,38
-4.90526242121385,-3,38
-5.27147110907901,-2.5,38
-5.52569145588179,-2,38
-5.68657503322205,-1.5,38
-5.71235790770599,-1,38
-5.66080965801722,-0.5,38
-5.54879805516072,0,38
-5.45116755311911,0.5,38
-5.33483104647134,1,38
-5.21955773226227,1.5,38
-5.10186918831842,2,38
-4.97710090589868,2.5,38
-4.86430030521481,3,38
-4.76270660205755,3.5,38
-4.66345427182636,4,38
-4.55767778992073,4.5,38
NA,5,38
NA,5.5,38
NA,6,38
NA,-6,39
-2.41320283202141,-5.5,39
-2.90128298147535,-5,39
-3.34063697906219,-4.5,39
-3.72520850552494,-4,39
-4.04894124160661,-3.5,39
-4.30577886805023,-3,39
-4.49932115359805,-2.5,39
-4.64297155713862,-2,39
-4.71168088849049,-1.5,39
-4.73516127611295,-1,39
-4.72551410765363,-0.5,39
-4.70339596359497,0,39
-4.70880863243274,0.5,39
-4.71832228025607,1,39
-4.73193031919981,1.5,39
-4.75444515537433,2,39
-4.78345133648644,2.5,39
-4.81985909462972,3,39
-4.86258620017301,3.5,39
-4.91123603091198,4,39
-4.9654119646423,4.5,39
NA,5,39
NA,5.5,39
NA,6,39
NA,-6,40
-1.36205003942297,-5.5,40
-2.14148702636016,-5,40
-2.88492322524222,-4.5,40
-3.58876348742821,-4,40
-4.2494126642772,-3.5,40
-4.86327560714825,-3,40
-5.43031409938044,-2.5,40
-5.95683594582038,-2,40
-6.44876503008841,-1.5,40
-6.87993896950605,-1,40
-7.28227125843816,-0.5,40
-7.67049077300192,0,40
-8.09617815108037,0.5,40
-8.52086110024785,1,40
-8.9403393498686,1.5,40
-9.35149891808919,2,40
-9.75830819545292,2.5,40
-10.1617553332757,3,40
-10.5610000983544,3.5,40
-10.9567154937893,4,40
-11.3495745226809,4.5,40
NA,5,40
NA,5.5,40
NA,6,40
NA,-6,41
-1.71140306925699,-5.5,41
-2.39596486213651,-5,41
-3.017328222135,-4.5,41
-3.57032456291683,-4,41
-4.04978529814638,-3.5,41
-4.45054184148802,-3,41
-4.77642986545855,-2.5,41
-5.03704517464298,-2,41
-5.2120136727539,-1.5,41
-5.32522201192045,-1,41
-5.35296447120993,-0.5,41
-5.34438804300755,0,41
-5.35603453124045,0.5,41
-5.36307658866518,1,41
-5.38023582392734,1.5,41
-5.39768613368293,2,41
-5.41266863142588,2.5,41
-5.42877219140601,3,41
-5.44512406612996,3.5,41
-5.46111418783324,4,41
-5.4761324887514,4.5,41
-5.48956890111996,5,41
NA,5.5,41
NA,6,41
-2.6982104353037,-5,42
-3.28139469465038,-4.5,42
-3.79680900948555,-4,42
-4.23244413617266,-3.5,42
-4.57629083107514,-3,42
-4.8322910767523,-2.5,42
-5.0171336914457,-2,42
-5.10845576335188,-1.5,42
-5.13448352385434,-1,42
-5.04473918255742,-0.5,42
-4.91189929385723,0,42
-4.81116291264648,0.5,42
-4.73859762613689,1,42
-4.73381442895666,1.5,42
-4.76636730639916,2,42
-4.83170286465594,2.5,42
-4.93943261938213,3,42
-5.08593121833743,3.5,42
-5.27047805264282,4,42
-5.49235251341931,4.5,42
-5.75083399178788,5,42
-0.715071570378635,-5,43
-1.29038949850457,-4.5,43
-1.81033232971859,-4,43
-2.26926048467964,-3.5,43
-2.66153438404666,-3,43
-2.9824572801779,-2.5,43
-3.25024498645655,-2,43
-3.45636667571961,-1.5,43
-3.61391833894678,-1,43
-3.66606884017747,-0.5,43
-3.67804871906586,0,43
-3.70844778217773,0.5,43
-3.77851124085493,1,43
-3.93988575559992,1.5,43
-4.14420427308434,2,43
-4.38904055881121,2.5,43
-4.68603894489162,3,43
-5.03037923245871,3.5,43
-5.42141129517668,4,43
-5.85848500670974,4.5,43
-6.34095024072211,5,43
-0.849127700949269,-5,44
-1.33398654402018,-4.5,44
-1.77069329196243,-4,44
-2.15254874473753,-3.5,44
-2.472853702307,-3,44
-2.72676017629795,-2.5,44
-2.93549667725559,-2,44
-3.08775588339745,-1.5,44
-3.20027425712889,-1,44
-3.20385342945788,-0.5,44
-3.17961917062309,0,44
-3.21417848321411,0.5,44
-3.30837661953938,1,44
-3.50948174124637,1.5,44
-3.76970067367597,2,44
-4.08822459059456,2.5,44
-4.47572287004018,3,44
-4.92742631968884,3.5,44
-5.4430048424084,4,44
-6.02212834106669,4.5,44
-6.66446671853153,5,44
NA,-5,45
-0.579857264471812,-4.5,45
-1.56675841445863,-4,45
-2.43953637566174,-3.5,45
-3.20674806643224,-3,45
-3.87702848036123,-2.5,45
-4.42534224766974,-2,45
-4.87374462714265,-1.5,45
-5.1921115360631,-1,45
-5.46727631860944,-0.5,45
-5.39893980006765,0,45
-5.15431732652919,0.5,45
-4.78237842433505,1,45
-4.25960493678297,1.5,45
-3.57394407012987,2,45
-2.72896840995321,2.5,45
-1.72688396988131,3,45
-0.565068955889205,3.5,45
NA,4,45
NA,4.5,45
NA,5,45
NA,-5,46
-0.540689943472028,-4.5,46
-1.49320305493576,-4,46
-2.31968181400578,-3.5,46
-3.02252163331922,-3,46
-3.60289744947917,-2.5,46
-4.05474063653751,-2,46
-4.39206656101296,-1.5,46
-4.59883248741361,-1,46
-4.70456342108668,-0.5,46
-4.52938900485709,0,46
-4.25032061450197,0.5,46
-3.95044516228878,1,46
-3.60075847705561,1.5,46
-3.16978212074701,2,46
-2.67129913780031,2.5,46
-2.11977810230877,3,46
-1.50461776697512,3.5,46
NA,4,46
NA,4.5,46
NA,5,46
NA,-5,47
-1.12520078284814,-4.5,47
-1.89261240287562,-4,47
-2.55825678620178,-3.5,47
-3.1251434579746,-3,47
-3.58662358434629,-2.5,47
-3.94703604049313,-2,47
-4.20020962854066,-1.5,47
-4.37410395067551,-1,47
-4.4359037432482,-0.5,47
-4.27366427501963,0,47
-4.01547562520495,0.5,47
-3.72674416833704,1,47
-3.36820917239535,1.5,47
-2.96854723693696,2,47
-2.50163775012298,2.5,47
-1.97656947823356,3,47
-1.41128207867001,3.5,47
-0.794067787017685,4,47
NA,4.5,47
NA,5,47
NA,-5,48
-1.41680037658361,-4.5,48
-2.07091637900551,-4,48
-2.63932359794821,-3.5,48
-3.12585495907022,-3,48
-3.53045458428698,-2.5,48
-3.84838405473606,-2,48
-4.09629017694427,-1.5,48
-4.25500192567434,-1,48
-4.34735976292976,-0.5,48
-4.2265551613119,0,48
-4.01638821639372,0.5,48
-3.76563026142308,1,48
-3.45629920025669,1.5,48
-3.12629498182052,2,48
-2.74072128550249,2.5,48
-2.30905961578866,3,48
-1.84367107114755,3.5,48
-1.33546749802731,4,48
NA,4.5,48
NA,5,48
NA,-5,49
-1.45164249645111,-4.5,49
-2.08584669743038,-4,49
-2.63569426424683,-3.5,49
-3.1053050408455,-3,49
-3.49424379012754,-2.5,49
-3.79815416022266,-2,49
-4.02861955857742,-1.5,49
-4.17211094670022,-1,49
-4.24533675720464,-0.5,49
-4.21981862851306,0,49
-3.96481581076928,0.5,49
-3.65286497043808,1,49
-3.37755364568802,1.5,49
-3.06813272845525,2,49
-2.7634494149759,2.5,49
-2.43546548309113,3,49
-2.08505327193509,3.5,49
-1.71308512064191,4,49
-1.32043336834572,4.5,49
NA,5,49
NA,-5,50
-1.86976735992937,-4.5,50
-2.38463041286873,-4,50
-2.82967772263351,-3.5,50
-3.2134442739298,-3,50
-3.53506436553637,-2.5,50
-3.78630645452065,-2,50
-3.98227457852594,-1.5,50
-4.10501827190206,-1,50
-4.18842285065741,-0.5,50
-4.18247809412484,0,50
-3.92102792196263,0.5,50
-3.59926519921443,1,50
-3.3154504922813,1.5,50
-2.99127015628186,2,50
-2.65735365258657,2.5,50
-2.28496746614002,3,50
-1.88429039564323,3.5,50
-1.47106948598653,4,50
-1.03441721942173,4.5,50
NA,5,50
-2.07832834341669,-5,51
-2.79437213550254,-4.5,51
-3.52771121990999,-4,51
-4.25953520957913,-3.5,51
-5.00319020106531,-3,51
-5.73558877980913,-2.5,51
-6.5204030808407,-2,51
-7.28047008140374,-1.5,51
-7.95874665897343,-1,51
-8.47566517594906,-0.5,51
-8.74476589245504,0,51
-8.83900074604016,0.5,51
-8.72810045423877,1,51
-8.42995434943256,1.5,51
-7.94146971349801,2,51
NA,2.5,51
NA,3,51
NA,3.5,51
NA,4,51
NA,4.5,51
NA,5,51
-2.10861096980622,-5,52
-2.70176946151421,-4.5,52
-3.36107867177364,-4,52
-4.0622444260598,-3.5,52
-4.82294672654555,-3,52
-5.61188325308816,-2.5,52
-6.48859730027401,-2,52
-7.39024908726648,-1.5,52
-8.17764784813511,-1,52
-8.68684348880519,-0.5,52
-9.02605003113693,0,52
-9.16220423936632,0.5,52
-9.11390371266857,1,52
-8.85486130124693,1.5,52
NA,2,52
NA,2.5,52
NA,3,52
NA,3.5,52
NA,4,52
NA,4.5,52
NA,5,52
-1.87593886448994,-5,53
-2.50450697182014,-4.5,53
-3.24155047013558,-4,53
-4.0382507596526,-3.5,53
-4.92420731307944,-3,53
-5.84367062838806,-2.5,53
-6.91001362850461,-2,53
-7.91113692030013,-1.5,53
-8.75203810818413,-1,53
-9.24338400376663,-0.5,53
-9.51305901483826,0,53
-9.5321804547855,0.5,53
-9.31854665883167,1,53
-8.85537091777548,1.5,53
NA,2,53
NA,2.5,53
NA,3,53
NA,3.5,53
NA,4,53
NA,4.5,53
NA,5,53
-1.5985643135563,-5,54
-2.23505732109063,-4.5,54
-3.0271349138319,-4,54
-3.90219569595641,-3.5,54
-4.90100714493336,-3,54
-5.94465291780311,-2.5,54
-7.19868325358945,-2,54
-8.31336820076427,-1.5,54
-9.22666717695205,-1,54
-9.71719335949198,-0.5,54
-9.93591380741392,0,54
-9.85611100971594,0.5,54
-9.49633624429687,1,54
-8.84774108579728,1.5,54
NA,2,54
NA,2.5,54
NA,3,54
NA,3.5,54
NA,4,54
NA,4.5,54
NA,5,54
-1.52013151755931,-5,55
-1.94792528465699,-4.5,55
-2.59287982191362,-4,55
-3.37812064345123,-3.5,55
-4.34955173006335,-3,55
-5.42027310130606,-2.5,55
-6.7671404884034,-2,55
-8.05427475592483,-1.5,55
-9.14339292218081,-1,55
-9.74550249242614,-0.5,55
-10.0553172140075,0,55
-10.0296307460867,0.5,55
-9.69577820079751,1,55
-9.03010340624601,1.5,55
NA,2,55
NA,2.5,55
NA,3,55
NA,3.5,55
NA,4,55
NA,4.5,55
NA,5,55
-1.49728469278641,-5,56
-1.61279810723026,-4.5,56
-2.02649457745459,-4,56
-2.66030840204027,-3.5,56
-3.56650833956938,-3,56
-4.6498978326116,-2.5,56
-6.09333901602239,-2,56
-7.61149084434597,-1.5,56
-8.93944167126321,-1,56
-9.69023859293937,-0.5,56
-10.1212422719214,0,56
-10.1618499388853,0.5,56
-9.85327494041518,1,56
-9.14594117355986,1.5,56
NA,2,56
NA,2.5,56
NA,3,56
NA,3.5,56
NA,4,56
NA,4.5,56
NA,5,56
-1.76281416732561,-5,57
-1.2871359188567,-4.5,57
-1.29436805884152,-4,57
-1.70207943872508,-3.5,57
-2.5843782812418,-3,57
-3.81539365080912,-2.5,57
-5.67570845390096,-2,57
-7.44798920693684,-1.5,57
-8.95942928829899,-1,57
-9.93537238533853,-0.5,57
-10.5258494431653,0,57
-10.7637957847439,0.5,57
-10.5612158242624,1,57
NA,1.5,57
NA,2,57
NA,2.5,57
NA,3,57
NA,3.5,57
NA,4,57
NA,4.5,57
NA,5,57
NA,-5,58
-0.027424806086433,-4.5,58
-0.00256427677490784,-4,58
-0.541383165515855,-3.5,58
-1.62612154147966,-3,58
-3.12573015257896,-2.5,58
-5.26837559875795,-2,58
-7.7104039616849,-1.5,58
-9.85172159834995,-1,58
-11.0375747459755,-0.5,58
-11.5698896708366,0,58
-11.4963854135095,0.5,58
-10.7059016764786,1,58
NA,1.5,58
NA,2,58
NA,2.5,58
NA,3,58
NA,3.5,58
NA,4,58
NA,4.5,58
NA,5,58
NA,-5,59
0.932968104497064,-4.5,59
1.8155496908399,-4,59
1.68130905939487,-3.5,59
0.55699760301205,-3,59
-1.34067203413279,-2.5,59
-4.39181461250115,-2,59
-8.04896806257788,-1.5,59
-11.2640706148295,-1,59
-12.9153019117554,-0.5,59
-13.5140843743187,0,59
-13.1433405805925,0.5,59
-11.6053397616509,1,59
NA,1.5,59
NA,2,59
NA,2.5,59
NA,3,59
NA,3.5,59
NA,4,59
NA,4.5,59
NA,5,59
NA,-5,60
2.41863811955028,-4.5,60
6.18933853521538,-4,60
7.50034055275155,-3.5,60
6.40952638583286,-3,60
3.40811429907079,-2.5,60
-2.36833543088793,-2,60
-9.73007619521067,-1.5,60
-16.187395844287,-1,60
-19.1169200920091,-0.5,60
-19.7038864768581,0,60
-18.1451274283373,0.5,60
-13.9676456856877,1,60
NA,1.5,60
NA,2,60
NA,2.5,60
NA,3,60
NA,3.5,60
NA,4,60
NA,4.5,60
NA,5,60
-62.4999705977045,-4,61
-70.7616732315,-3.5,61
-66.5022209497645,-3,61
-49.9186741621861,-2.5,61
-24.8461783059751,-2,61
18.2426629598859,-1.5,61
50.18067754953,-1,61
68.1506114597385,-0.5,61
65.4700805299379,0,61
45.0460189087402,0.5,61
7.74852705575067,1,61
NA,1.5,61
NA,2,61
NA,2.5,61
NA,3,61
NA,3.5,61
NA,4,61
-7.29150452821182,-4,62
-12.9243763755149,-3.5,62
-15.1938267551462,-3,62
-13.9678809030138,-2.5,62
-10.0510825839108,-2,62
-3.16758118400177,-1.5,62
3.08050327039989,-1,62
5.72640137853077,-0.5,62
5.86861374503226,0,62
3.68634297211261,0.5,62
NA,1,62
NA,1.5,62
NA,2,62
NA,2.5,62
NA,3,62
NA,3.5,62
NA,4,62
NA,-4,63
-8.62199449208804,-3.5,63
-10.4755460633449,-3,63
-10.3311606361302,-2.5,63
-8.35043326258548,-2,63
-3.94528033434984,-1.5,63
0.113299842535524,-1,63
1.59085117215684,-0.5,63
0.987071118630749,0,63
-1.83626841512326,0.5,63
NA,1,63
NA,1.5,63
NA,2,63
NA,2.5,63
NA,3,63
NA,3.5,63
NA,4,63
NA,-4,64
-4.58845017846563,-3.5,64
-7.78275135012398,-3,64
-8.92027944626346,-2.5,64
-8.13383101749826,-2,64
-4.93580941662865,-1.5,64
-1.57457076238428,-1,64
-0.356264247161691,-0.5,64
-0.782988886188167,0,64
-2.99887458791801,0.5,64
NA,1,64
NA,1.5,64
NA,2,64
NA,2.5,64
NA,3,64
NA,3.5,64
NA,4,64
-5.7546452840714,-3,65
-7.65371019769326,-2.5,65
-7.73900336558631,-2,65
-6.06507958635998,-1.5,65
-2.57990497248935,-1,65
-1.11072185631729,-0.5,65
-1.4853961933213,0,65
-3.7613357321774,0.5,65
NA,1,65
NA,1.5,65
NA,2,65
NA,2.5,65
NA,3,65
-2.03750302726218,-3,66
-6.2682541665166,-2.5,66
-8.06545113059027,-2,66
-7.47664657738307,-1.5,66
-4.14375417640486,-1,66
-2.24768777956878,-0.5,66
-1.86747132511908,0,66
-3.07582446977459,0.5,66
NA,1,66
NA,1.5,66
NA,2,66
NA,2.5,66
NA,3,66
NA,-3,67
-4.60534067613192,-2.5,67
-8.37266731629355,-2,67
-9.15594380637877,-1.5,67
-6.73428897246828,-1,67
-2.95161471780207,-0.5,67
-1.61236546598174,0,67
-2.22554925333004,0.5,67
NA,1,67
NA,1.5,67
NA,2,67
NA,2.5,67
NA,3,67
