"gameId","old_gameId"
"2020_03_KC_BAL","2020092800"
"2020_04_ATL_GB","2020100500"
"2020_04_DEN_NYJ","2020100100"
"2020_04_PHI_SF","2020100413"
"2020_05_LAC_NO","2020101200"
"2020_05_MIN_SEA","2020101112"
