"gameId","playId","play_type","epa","air_epa","wpa","air_wpa","vegas_wpa","air_yards","qb_hit","sack","complete_pass"
"2020_03_KC_BAL",1,NA,NA,NA,0,NA,0,NA,NA,NA,NA
"2020_03_KC_BAL",41,"kickoff",0,NA,0,NA,0,NA,0,0,0
"2020_03_KC_BAL",56,"run",0.0421051904559135,NA,-0.00673061609268188,NA,0.00468385219573975,NA,0,0,0
"2020_03_KC_BAL",77,"run",-0.172394416294992,NA,0.014019250869751,NA,0.00203138589859009,NA,0,0,0
"2020_03_KC_BAL",98,"run",2.54932439094409,NA,0.0788252949714661,NA,0.0558279752731323,NA,0,0,0
"2020_03_KC_BAL",124,"pass",-0.545014588162303,0.75903602107428,-0.0145832896232605,0,-0.0198540091514587,12,0,0,0
"2020_03_KC_BAL",146,"run",-0.113395437831059,NA,-0.0233049392700195,NA,-0.0138892531394958,NA,0,0,0
"2020_03_KC_BAL",167,"run",1.32407402375247,NA,0.0557747483253479,NA,0.0470468401908875,NA,0,0,0
"2020_03_KC_BAL",205,"run",0.635737042641267,NA,0.00947046279907227,NA,-0.00714093446731567,NA,0,0,0
"2020_03_KC_BAL",226,"pass",0.285937242908403,-1.28933310729917,0.030019998550415,0,0.0178228616714478,-5,0,0,1
"2020_03_KC_BAL",254,"pass",-0.746985402307473,1.51952878374141,-0.0167260766029358,0,-0.0202664732933044,8,1,0,0
"2020_03_KC_BAL",280,"pass",-1.83053067470043,-1.83053067470043,-0.0523055195808411,-0.0523055195808411,-0.0305528044700623,0,0,0,1
"2020_03_KC_BAL",304,"field_goal",0.0970448607493117,NA,-0.0292931199073792,NA,-0.015878826379776,NA,0,0,0
"2020_03_KC_BAL",329,"kickoff",0,NA,0,NA,0,NA,0,0,0
"2020_03_KC_BAL",350,"run",1.51031819917262,NA,0.0346812009811401,NA,0.0296883881092072,NA,0,0,0
"2020_03_KC_BAL",380,"no_play",0.255216225981712,NA,0.0339322686195374,NA,-0.000390738248825073,NA,0,0,0
"2020_03_KC_BAL",414,"run",-0.421093479963019,NA,-0.0168040692806244,NA,-0.0104909241199493,NA,0,0,0
"2020_03_KC_BAL",435,"pass",1.28484566893894,-0.143864114768803,0.061138242483139,0,0.0706987977027893,5,0,0,1
"2020_03_KC_BAL",464,"pass",2.60470294230618,1.05169044499053,0.0478470921516418,0,0.0721122026443481,16,0,0,1
"2020_03_KC_BAL",488,"pass",-0.417957710043993,0.0452823807718232,-0.01381915807724,0,-0.0163366794586182,2,0,0,0
"2020_03_KC_BAL",516,"run",1.3269934359123,NA,0.0458199849700678,NA,0.00302583866555928,NA,0,0,0
"2020_03_KC_BAL",538,"extra_point",-0.932426996892367,NA,-0.0397815576171625,NA,-0.0121568530126357,NA,0,0,0
"2020_03_KC_BAL",554,"kickoff",0.56131157441996,NA,0.0201709568500519,NA,0.0207704901695251,NA,0,0,0
"2020_03_KC_BAL",593,"no_play",-1.17695763078518,NA,-0.034487396478653,NA,-0.0194716155529022,NA,0,0,0
"2020_03_KC_BAL",626,"pass",-0.600125016178936,-0.668951124884188,-0.018956184387207,0,-0.0203543901443481,-1,0,0,1
"2020_03_KC_BAL",650,"pass",-0.209316047374159,-0.191864079795778,-0.021806538105011,0,-0.0257663130760193,6,0,0,1
"2020_03_KC_BAL",674,"pass",-1.9009810090065,NA,-0.0419793725013733,NA,-0.0213839411735535,NA,1,1,0
"2020_03_KC_BAL",710,"punt",0.553070075809956,NA,0.0137588977813721,NA,-0.0359986126422882,NA,0,0,0
"2020_03_KC_BAL",742,"run",-0.0910798101685941,NA,0.00459617376327515,NA,-0.0172265768051147,NA,0,0,0
"2020_03_KC_BAL",763,"run",0.267836620565504,NA,-0.0244392156600952,NA,0.00280505418777466,NA,0,0,0
"2020_03_KC_BAL",784,"no_play",-1.02000912791118,NA,-0.00657087564468384,NA,-0.00727790594100952,NA,0,0,0
"2020_03_KC_BAL",807,"pass",2.08581045386381,-1.75852904468775,0.0745455026626587,0,0.0300702452659607,-5,0,0,1
"2020_03_KC_BAL",831,"pass",-0.516464824322611,-0.529575788183138,-0.0135009288787842,0,-0.012992262840271,0,0,0,0
"2020_03_KC_BAL",862,"pass",1.31030971067958,-0.736104739597067,0.0230451822280884,0,0.0458340048789978,2,0,0,1
"2020_03_KC_BAL",886,"pass",-0.562103773467243,1.36290059308521,-0.0108956098556519,0,-0.0161267518997192,20,1,0,0
"2020_03_KC_BAL",908,"pass",1.49603444314562,0.263943088473752,0.0162906646728516,0,0.02924644947052,7,0,0,1
